Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,LotFrontage,Total Area,SalePrice
601,10927,8,2005,2005,280,546,512,1058,1058,846,1904,1,2,1,3,1,8,1,2003,2,736,179,60,0,0,0,74,6125,275000
602,9000,6,1937,1950,0,0,780,780,780,595,1375,0,1,1,3,1,6,1,1979,1,544,0,162,0,126,0,50,4364,141000
603,10041,8,1992,1992,0,789,119,908,927,988,1915,1,2,1,3,1,8,1,1992,2,506,120,150,0,0,0,80,5518,220000
604,3182,7,2004,2005,0,0,600,600,600,600,1200,0,2,1,2,1,4,0,2004,2,480,0,172,0,0,0,30,3655,151000
605,12803,7,2002,2002,99,922,572,1494,1494,0,1494,1,2,0,3,1,6,1,2002,2,530,192,36,0,0,0,88,5342,221000
606,13600,7,1965,1990,176,454,314,768,1186,800,1986,0,2,1,3,1,7,3,1965,2,486,0,42,0,189,0,85,5636,205000
607,12464,5,1996,1996,0,732,308,1040,1040,0,1040,1,1,0,3,1,6,0,2000,2,576,168,0,0,0,0,82,3866,152000
608,7800,5,1948,2002,0,603,293,896,1112,896,2008,1,3,0,3,1,8,0,1948,1,230,103,0,0,0,0,78,5249,225000
609,12168,8,1934,1998,0,428,537,965,1940,1254,3194,0,2,1,4,1,10,2,1934,2,380,0,0,0,0,0,78,7736,359100
610,7943,4,1961,1961,192,903,126,1029,1029,0,1029,1,1,0,3,1,5,0,1961,1,261,64,0,39,0,0,61,3645,118500
611,11050,9,2000,2000,204,904,536,1440,1476,677,2153,1,2,1,3,1,8,2,2000,3,736,253,142,0,0,0,0,7085,313000
612,10395,6,1978,1978,233,605,427,1032,1032,0,1032,0,2,0,3,1,6,1,1978,2,564,0,0,0,0,0,0,3895,148000
613,11885,8,2001,2001,108,990,309,1299,1299,573,1872,1,2,1,3,1,7,1,2001,2,531,160,122,0,0,0,0,5968,261500
614,8402,5,2007,2007,0,206,914,1120,1120,0,1120,0,1,0,3,1,6,0,0,0,0,0,30,0,0,0,70,3391,147000
615,1491,4,1972,1972,0,150,0,630,630,0,630,1,1,0,1,1,3,0,0,0,0,96,24,0,0,0,21,1532,75500
616,8800,6,1963,1963,156,763,173,936,1054,0,1054,1,1,0,3,1,6,0,1963,2,480,120,0,0,0,0,80,3802,137500
617,7861,6,2002,2003,0,457,326,783,807,702,1509,1,2,1,3,1,7,1,2002,2,393,100,75,0,0,0,0,4373,183200
618,7227,6,1954,1954,0,0,832,832,832,0,832,0,1,0,2,1,4,0,1962,2,528,0,0,0,0,0,59,3025,105500
619,11694,9,2007,2007,452,48,1774,1822,1828,0,1828,0,2,0,3,1,9,1,2007,3,774,0,108,0,260,0,90,7074,314813
620,12244,8,2003,2003,226,871,611,1482,1482,780,2262,1,2,1,4,1,10,2,2003,3,749,168,0,0,0,0,85,7153,305000
621,8248,3,1914,1950,0,41,823,864,864,0,864,1,1,0,2,1,5,0,0,0,0,0,0,100,0,0,45,2694,67000
622,10800,6,1974,1997,0,956,384,1522,1548,1066,2614,0,2,1,4,1,9,1,1974,2,624,38,243,0,0,0,90,7476,240000
623,7064,5,1977,1977,153,560,420,980,980,0,980,0,1,0,3,1,6,0,1986,2,484,192,0,0,0,0,71,3770,135000
624,2117,6,2000,2000,513,420,336,756,756,756,1512,0,2,1,2,1,4,1,2000,2,440,0,32,0,0,0,0,4768,168500
625,10400,6,1972,1972,288,247,485,732,1012,778,1790,1,1,2,4,1,8,1,1972,2,484,148,0,0,147,0,80,5383,165150
626,10000,6,1962,1962,261,0,1116,1116,1116,0,1116,0,1,1,3,1,5,0,1962,2,440,0,0,0,385,0,87,4436,160000
627,12342,5,1960,1978,0,0,978,978,1422,0,1422,0,1,0,3,1,6,1,1960,1,286,0,0,36,0,0,0,4145,139900
628,9600,6,1955,1972,164,674,350,1156,1520,0,1520,1,1,0,3,1,7,2,1955,1,364,0,0,189,0,0,80,4783,153000
629,11606,5,1969,1969,192,650,390,1040,1040,1040,2080,0,1,2,5,1,9,2,1969,2,504,335,0,0,0,0,70,6234,135000
630,9020,6,1964,1964,259,624,288,1248,1350,0,1350,1,1,1,3,1,6,0,1964,2,520,176,0,0,0,0,82,4570,168500
631,9000,5,1880,1991,0,0,636,636,1089,661,1750,0,1,0,3,1,8,0,1937,1,240,0,0,293,0,0,50,4670,124000
632,4590,8,2006,2006,108,24,1530,1554,1554,0,1554,0,2,0,2,1,6,1,2006,2,627,156,73,0,0,0,34,5628,209500
633,11900,7,1977,1977,209,822,564,1386,1411,0,1411,0,2,0,3,1,6,1,1977,2,544,192,0,0,0,0,85,5155,82500
634,9250,5,1954,2005,0,480,108,1056,1056,0,1056,0,1,0,3,1,6,0,1954,1,260,390,0,0,0,0,80,3351,139400
635,6979,6,1980,1980,0,1056,0,1056,1056,0,1056,2,0,0,0,2,4,0,1980,2,576,264,56,0,0,0,64,4066,144000
636,10896,6,1914,1995,0,256,1184,1440,1440,1440,3395,0,2,0,8,2,14,0,0,0,0,0,110,0,0,0,60,7827,200000
637,6120,2,1936,1950,0,0,264,264,800,0,800,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,51,1865,60000
638,6000,5,1954,1954,0,0,811,811,811,576,1387,0,2,0,3,2,7,0,1954,1,256,0,0,0,0,0,50,3843,93000
639,8777,5,1910,1950,0,0,796,796,796,0,796,0,1,0,2,1,4,0,0,0,0,328,0,164,0,0,67,2881,85000
640,3982,8,2006,2006,0,1154,366,1520,1567,0,1567,1,2,0,1,1,7,1,2006,3,648,312,0,0,0,0,53,5617,264561
641,12677,8,2003,2004,472,1218,300,1518,1518,0,1518,0,1,1,1,1,6,1,2003,2,588,185,140,0,0,0,62,5941,274000
642,7050,7,2001,2001,0,738,319,1057,1057,872,1929,1,2,1,3,1,7,1,2001,2,650,0,235,0,0,0,0,5804,226000
643,13860,8,1972,1995,0,1410,542,1952,2000,704,2704,1,2,1,4,1,9,3,1972,2,538,269,111,0,0,0,75,8282,345000
644,10793,5,1969,1969,263,493,0,780,780,840,1620,0,2,1,4,1,7,0,1969,2,462,208,0,0,0,0,80,4669,152000
645,9187,9,2009,2009,162,1121,645,1766,1766,0,1766,1,2,1,2,1,7,1,2009,3,478,195,130,0,0,0,85,6267,370878
646,10530,6,1971,1971,0,282,664,981,981,0,981,1,1,1,3,1,5,0,1979,2,576,0,312,40,0,0,0,3839,143250
647,7200,5,1950,1950,0,0,0,0,1048,0,1048,0,1,0,3,1,7,0,1950,2,420,0,27,0,0,0,60,2544,98300
648,10452,6,1953,1953,216,500,594,1094,1094,0,1094,0,1,0,3,1,5,2,1953,2,495,0,0,0,287,0,85,4281,155000
649,7700,6,1966,1966,351,0,756,756,1051,788,1839,0,1,1,4,1,7,1,1966,2,442,0,124,216,0,0,70,5569,155000
650,1936,4,1970,1970,0,131,0,630,630,0,630,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,21,1393,84500
651,8125,7,2007,2007,0,0,813,813,822,843,1665,0,2,1,3,1,7,0,2007,2,562,0,0,0,0,0,65,4708,205950
652,9084,4,1940,1950,0,0,755,755,755,755,1510,1,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,60,4193,108000
653,8750,7,1996,1996,0,0,880,880,909,807,1716,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,70,4947,191000
654,10320,6,1906,1995,0,0,756,756,756,713,1469,0,1,0,3,1,7,0,1906,1,216,57,0,239,0,0,60,4207,135000
655,10437,8,1995,1995,660,1696,413,2109,2113,0,2113,1,2,1,2,1,7,1,1995,3,839,236,46,0,0,0,91,8120,350000
656,1680,6,1971,1971,381,0,525,525,525,567,1092,0,1,1,3,1,6,0,1971,1,264,0,0,0,0,0,21,3356,88000
657,10007,5,1959,2006,54,806,247,1053,1053,0,1053,1,1,1,3,1,5,0,1959,1,312,0,0,0,0,0,72,3528,145500
658,7200,7,1931,2000,0,0,776,776,851,651,1502,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,60,4164,149000
659,17503,6,1948,1950,0,0,912,912,912,546,1458,0,1,0,3,1,6,1,1948,1,330,192,0,0,0,0,78,4351,97500
660,9937,5,1964,1999,0,637,849,1486,1486,0,1486,1,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,75,4940,167000
661,12384,7,1976,1976,233,0,793,793,1142,793,1935,0,2,1,3,1,7,1,1976,2,550,0,113,252,0,0,0,5814,197900
662,46589,8,1994,2005,528,1361,88,1629,1686,762,2448,1,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,52,8181,402000
663,13560,6,1968,1968,216,0,1392,1392,1392,0,1392,1,1,0,2,1,5,2,1968,2,576,0,0,240,0,0,120,5210,110000
664,10012,4,1972,1972,0,920,38,1138,1181,0,1181,1,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,90,4091,137500
665,20896,8,2005,2006,0,1721,356,2077,2097,0,2097,1,1,1,1,1,8,1,2005,3,1134,192,267,0,0,0,49,7867,423000
666,11194,8,2000,2000,40,0,1406,1406,1454,482,1936,0,2,1,3,1,7,1,2000,2,504,188,124,0,0,0,106,6137,230500
667,18450,6,1965,1979,113,187,111,1021,1465,915,2380,0,2,1,3,1,7,1,1965,2,596,0,265,0,0,0,0,6035,129000
668,8125,6,1994,1998,258,1138,270,1408,1679,0,1679,1,2,0,3,1,7,1,1994,2,575,224,42,0,0,0,65,5868,193500
669,14175,5,1956,1987,0,988,200,1188,1437,0,1437,1,1,1,3,1,6,1,1999,2,576,304,0,0,0,0,0,4945,168000
670,11600,4,1922,1950,0,0,700,700,1180,0,1180,0,1,0,2,1,5,1,1922,1,252,0,0,67,0,0,80,3380,137500
671,8633,6,2005,2005,0,193,545,738,738,738,1476,1,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,64,4369,173500
672,6629,6,1925,1950,0,551,121,672,697,672,1369,1,2,0,3,1,6,0,1930,1,300,147,0,0,0,0,54,3860,103600
673,11250,6,1977,1977,0,767,441,1208,1208,0,1208,1,1,1,3,1,6,1,1977,2,546,198,42,0,0,0,0,4413,165000
674,14442,6,1957,2004,106,1186,291,1477,1839,0,1839,1,2,0,3,1,7,2,1957,2,416,0,87,0,200,0,110,5967,257500
675,9200,6,1965,1965,0,892,244,1136,1136,0,1136,1,1,0,3,1,5,1,1965,1,384,426,0,0,0,0,80,4220,140000
676,2289,6,1978,1978,0,311,544,855,855,586,1441,0,2,1,3,1,7,1,1978,2,440,28,0,0,0,0,24,4208,148500
677,9600,4,1900,1950,0,0,1095,1095,1095,679,1774,1,2,0,4,2,8,0,1920,3,779,0,0,90,0,0,60,5515,87000
678,9022,5,1924,2006,0,0,768,768,792,0,792,0,1,0,2,1,5,0,1924,1,240,316,0,120,0,0,52,3029,109500
679,11844,8,2008,2008,464,0,2046,2046,2046,0,2046,0,2,1,3,1,7,1,2008,3,834,322,82,0,0,0,80,7843,372500
680,9945,5,1961,1961,57,827,161,988,988,0,988,1,1,0,3,1,5,0,1963,2,572,0,0,0,0,0,0,3595,128500
681,8012,6,1980,1980,0,543,261,923,923,0,923,0,2,0,2,1,5,1,1980,1,264,80,0,0,0,0,50,2996,143000
682,4500,5,1932,2000,0,182,611,793,848,672,1520,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,55,4171,159434
683,2887,6,1996,1997,0,1003,288,1291,1291,0,1291,1,1,0,2,1,6,1,1996,2,431,307,0,0,0,0,0,4613,173000
684,11248,9,2002,2002,215,1059,567,1626,1668,0,1668,1,2,0,3,1,7,1,2002,3,702,257,45,0,0,0,90,6184,285000
685,16770,7,1998,1998,30,0,1195,1195,1195,644,1839,0,2,1,4,1,7,0,1998,2,486,0,81,0,0,0,58,5473,221000
686,5062,7,1984,1984,0,828,180,1190,1190,900,2090,1,2,0,3,1,6,1,1984,2,577,219,0,0,0,0,0,5987,207500
687,10207,7,2007,2007,0,0,874,874,874,887,1761,0,3,0,3,1,7,0,2007,2,578,144,105,0,0,0,84,5226,227875
688,5105,7,2004,2004,0,239,312,551,551,551,1102,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,0,3298,148800
689,8089,8,2007,2007,0,945,474,1419,1419,0,1419,1,2,0,2,1,7,1,2007,2,567,140,0,0,0,0,60,4967,392000
690,7577,6,2005,2006,256,20,1342,1362,1362,0,1362,0,2,0,2,1,6,1,2005,2,460,192,28,0,0,0,61,5024,194700
691,4426,6,2004,2004,147,697,151,848,848,0,848,1,1,0,1,1,3,1,2004,2,420,149,0,0,0,0,0,3262,141000
692,21535,10,1994,1995,1170,1455,989,2444,2444,1872,4316,0,3,1,4,1,10,2,1994,3,832,382,50,0,0,0,104,13514,755000
693,26178,7,1989,1990,293,965,245,1210,1238,1281,2519,1,2,1,4,1,9,2,1989,2,628,320,27,0,0,0,42,7520,335000
694,5400,5,1921,1968,0,0,1073,1073,1073,0,1073,0,1,0,2,1,4,0,1968,1,326,0,0,112,0,0,60,3658,108480
695,6120,5,1936,1950,0,0,927,927,1067,472,1539,0,1,1,3,1,5,0,1995,2,576,112,0,0,0,0,51,4695,141500
696,13811,6,1987,1987,72,980,92,1112,1137,0,1137,1,2,0,2,1,5,1,1987,2,551,125,0,0,0,0,54,4097,176000
697,6000,5,1921,1950,0,616,0,616,616,0,616,0,1,0,2,1,4,0,1921,1,205,0,0,129,0,0,50,2183,89000
698,6420,5,1952,1952,0,210,219,980,1148,0,1148,0,1,0,2,1,6,0,1952,1,308,0,0,0,0,0,57,3034,123500
699,8450,5,1965,2009,0,553,224,894,894,0,894,1,1,0,3,1,5,1,1973,1,336,416,144,0,0,0,65,3463,138500
700,4282,7,2004,2004,0,16,1375,1391,1391,0,1391,0,2,0,2,1,5,0,2004,2,530,156,158,0,0,0,59,5019,196000
701,14331,8,2002,2002,630,1274,526,1800,1800,0,1800,1,2,0,3,1,7,1,2002,3,765,270,78,0,0,0,85,7146,312500
702,9600,7,1969,1969,168,0,1164,1164,1164,0,1164,0,1,1,3,1,6,0,1969,2,528,0,0,0,0,0,80,4190,140000
703,12438,8,2006,2006,466,0,1234,1234,1264,1312,2576,0,2,1,4,1,10,1,2006,3,666,324,100,0,0,0,82,7945,361919
704,7630,5,1900,1996,0,0,360,360,1032,780,1812,0,2,0,4,2,8,1,1999,2,672,344,0,40,0,0,76,5042,140000
705,8400,7,2004,2005,109,712,761,1473,1484,0,1484,1,2,0,3,1,7,0,2004,2,606,0,35,0,0,0,70,5194,213000
706,5600,4,1930,1950,0,0,0,0,372,720,1092,0,2,0,3,2,7,0,0,0,0,0,0,0,0,0,70,2186,55000
707,115149,7,1971,2002,351,1219,424,1643,1824,0,1824,1,2,0,2,1,5,2,1971,2,739,380,48,0,0,0,0,6812,302000
708,6240,8,2006,2006,176,863,461,1324,1324,0,1324,1,2,0,2,1,6,1,2006,2,550,192,38,0,0,0,48,4931,254000
709,9018,7,2007,2007,0,0,728,728,728,728,1456,0,2,1,3,1,8,1,2007,2,400,100,24,0,0,0,65,4167,179540
710,7162,5,1966,1966,41,0,876,876,904,0,904,0,1,0,3,1,6,0,1966,1,408,0,0,0,0,0,0,3134,109900
711,4130,3,1935,2003,0,0,270,270,729,0,729,0,1,0,2,1,5,0,0,0,0,0,0,0,0,0,56,1729,52000
712,8712,4,1900,1950,0,0,859,859,859,319,1178,0,1,0,2,1,7,0,1964,1,384,68,0,98,0,0,66,3766,102776
713,4671,8,1988,1989,0,767,461,1228,1228,0,1228,1,2,0,2,1,5,1,1988,2,472,168,120,0,0,0,40,4447,189000
714,9873,4,1970,1970,160,789,171,960,960,0,960,1,1,0,3,1,6,0,1970,2,576,0,288,0,0,0,60,3906,129000
715,13517,6,1976,2005,289,533,192,725,725,754,1479,0,2,1,3,1,6,0,1976,2,475,0,44,0,0,0,0,4494,130500
716,10140,6,1974,1974,174,0,1064,1064,1350,0,1350,0,2,0,3,1,7,1,1974,2,478,0,0,0,0,0,78,4418,165000
717,10800,7,1890,1998,0,0,718,718,1576,978,2554,0,1,1,3,1,8,0,1996,2,704,0,48,143,0,0,60,6723,159500
718,10000,5,1973,2000,0,1084,92,1176,1178,0,1178,0,1,1,3,1,5,1,1973,2,439,224,0,0,0,0,80,4197,157000
719,10542,7,1993,1994,651,1173,138,1311,1325,1093,2418,1,2,1,3,1,9,1,1993,3,983,250,154,216,0,0,96,8405,341000
720,9920,5,1969,1969,0,523,448,971,971,0,971,0,1,1,3,1,5,1,1969,1,300,0,0,0,0,0,69,3215,128500
721,6563,8,1985,1985,0,1148,594,1742,1742,0,1742,1,2,0,2,1,5,1,1985,2,564,114,28,234,0,0,0,6169,275000
722,4426,6,2004,2004,169,662,186,848,848,0,848,1,1,0,1,1,3,0,2004,2,420,160,0,0,0,0,0,3295,143000
723,8120,4,1970,1970,0,191,673,864,864,0,864,0,1,0,3,1,5,0,1994,2,463,0,0,0,0,0,70,3056,124500
724,8172,4,1954,1972,0,0,941,941,997,473,1470,0,2,0,4,1,7,0,1958,1,548,0,0,0,156,0,60,4587,135000
725,13286,9,2007,2008,340,1234,464,1698,1698,0,1698,1,2,0,3,1,8,1,2007,3,768,327,64,0,0,0,86,6596,320000
726,6960,4,1970,1970,0,375,250,864,864,0,864,0,1,0,3,1,5,0,1989,2,660,96,0,0,0,0,60,3110,120500
727,21695,6,1988,2007,260,808,72,880,1680,0,1680,1,2,0,3,1,5,1,1988,2,540,292,44,0,0,0,0,5379,222000
728,7314,7,2007,2007,82,724,508,1232,1232,0,1232,1,2,0,2,1,6,0,2007,2,632,132,0,0,0,0,64,4545,194500
729,11475,5,1958,1958,95,0,1584,1584,1776,0,1776,1,2,0,4,2,9,0,1968,3,888,0,25,0,0,0,85,6147,110000
730,6240,4,1925,1950,0,152,628,780,848,0,1208,0,1,0,2,1,5,0,1962,2,539,0,23,112,0,0,52,3511,103000
731,5389,8,1995,1996,0,1180,415,1595,1616,0,1616,1,2,0,2,1,5,1,1995,2,608,237,152,0,0,0,39,5827,236500
732,9590,7,2003,2003,442,786,82,868,1146,0,1146,1,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,73,4225,187500
733,11404,7,1998,1999,202,252,901,1153,1153,878,2031,0,2,1,3,1,8,1,1998,2,541,192,84,0,0,0,75,6237,222500
734,10000,5,1961,1983,0,594,270,864,1144,0,1144,1,1,0,3,1,6,1,1961,1,264,165,0,0,0,0,80,3583,131400
735,8978,5,1968,1968,0,0,948,948,948,0,948,0,1,0,3,1,6,0,1968,1,300,147,0,0,0,0,0,3292,108000
736,10800,7,1914,1970,0,390,490,880,880,888,1768,0,1,1,2,1,6,2,1914,2,320,0,341,0,0,0,60,5079,163000
737,8544,3,1950,1950,0,0,0,0,1040,0,1040,0,2,0,2,2,6,0,1949,2,400,0,0,0,0,0,60,2482,93500
738,10463,8,2005,2005,0,0,893,893,901,900,1801,0,2,1,3,1,8,1,2005,3,800,0,116,0,0,0,72,5414,239900
739,10800,5,1987,1988,0,1200,0,1200,1200,0,1200,3,3,0,3,1,5,0,0,0,0,120,0,0,0,0,60,3726,179000
740,9313,7,2004,2004,0,0,864,864,864,864,1728,0,2,1,3,1,7,0,2004,2,572,187,56,0,0,0,65,5138,190000
741,9600,5,1910,2002,0,0,264,264,768,664,1432,0,2,0,2,1,7,0,1910,2,360,270,0,112,0,0,60,3872,132000
742,6768,6,1961,1996,0,832,80,912,912,0,912,1,1,0,3,1,5,0,1962,1,288,168,0,0,0,0,65,3194,142000
743,8450,7,2000,2001,108,0,1349,1349,1349,0,1349,0,2,0,3,1,6,0,2000,2,539,120,55,0,0,0,65,4871,179000
744,12886,5,1963,1999,0,444,76,520,1464,0,1464,0,2,0,3,1,6,1,1997,2,480,302,0,0,100,0,70,4332,175000
745,5395,8,1993,1993,0,733,604,1337,1337,0,1337,1,2,0,2,1,5,1,1993,2,462,96,0,70,0,0,41,4642,180000
746,8963,8,1976,1996,289,575,487,1142,1175,1540,2715,0,3,1,4,1,11,2,1994,2,831,0,204,0,0,0,0,7820,299800
747,8795,7,2000,2000,0,300,652,952,980,1276,2256,0,2,1,4,1,8,1,2000,2,554,224,54,0,0,0,0,6299,236000
748,11700,7,1880,2003,0,0,1240,1240,1320,1320,2640,0,1,1,4,1,8,1,1950,4,864,181,0,386,0,0,65,7953,265979
749,10593,7,1996,1996,338,919,801,1720,1720,0,1720,1,2,0,3,1,7,1,1996,2,527,240,56,154,0,0,59,6478,260400
750,8405,4,1945,1950,0,0,0,0,1088,441,1529,0,2,0,4,1,9,0,1945,1,240,92,0,185,0,0,50,3577,98000
751,8800,4,1910,2004,0,0,576,576,792,348,1140,0,1,0,3,1,7,0,0,0,0,0,160,0,0,0,55,3017,96500
752,7750,7,2003,2003,0,0,660,660,660,660,1320,0,2,1,3,1,6,0,2003,2,400,0,48,0,0,0,0,3751,162000
753,9236,6,1997,1997,0,1200,279,1479,1494,0,1494,1,2,0,3,1,6,0,1997,2,576,168,27,0,0,0,79,5241,217000
754,10240,8,2005,2005,178,0,1030,1030,1038,1060,2098,0,2,1,3,1,8,1,2005,3,878,192,52,0,0,0,80,6529,275500
755,7930,6,1969,2005,0,439,115,1026,1026,0,1026,1,1,0,3,1,5,0,1969,2,440,171,48,0,0,0,61,3267,156000
756,3230,6,1999,1999,894,381,348,729,742,729,1471,0,2,1,3,1,6,0,1999,2,440,0,24,0,0,0,34,5032,172500
757,10769,8,2007,2007,0,20,846,866,866,902,1768,0,2,1,3,1,7,0,2007,2,578,144,105,0,0,0,68,5232,212000
758,11616,6,1978,1978,328,438,234,672,672,714,1386,0,2,1,3,1,6,1,1978,2,440,335,0,0,0,0,0,4550,158900
759,2280,7,1999,1999,360,549,195,744,757,744,1501,0,2,1,3,1,6,0,1999,2,440,0,0,0,0,0,24,4549,179400
760,12257,8,1995,1995,513,56,1198,1318,1328,1203,2531,0,2,1,4,1,9,1,1995,3,752,222,98,0,0,0,65,7904,290000
761,9100,6,1959,1959,0,612,252,864,864,0,864,0,1,0,2,1,5,0,2008,1,300,0,0,0,0,0,70,2893,127500
762,6911,5,1924,1950,0,405,740,1145,1301,0,1301,0,1,0,2,1,5,0,1965,2,440,0,0,0,0,0,60,4188,100000
763,8640,7,2009,2009,0,24,732,756,764,783,1547,0,2,1,3,1,7,0,2009,2,614,169,45,0,0,0,72,4681,215200
764,9430,8,1999,1999,673,1163,89,1252,1268,1097,2365,1,2,1,3,1,8,1,1999,3,856,0,128,0,180,0,82,7823,337000
765,9549,8,1995,1996,0,437,0,1494,1494,0,1494,1,1,1,2,1,6,1,1995,2,481,0,30,0,216,0,30,4155,270000
766,14587,9,2008,2008,284,0,1498,1498,1506,0,1506,0,2,0,2,1,6,1,2008,2,592,0,174,0,0,0,75,5562,264132
767,10421,7,1988,1988,42,394,586,980,980,734,1714,0,2,1,3,1,7,1,1988,2,496,228,66,156,0,0,80,5399,196500
768,12508,6,1940,1985,0,660,323,983,983,767,1750,1,2,0,4,1,7,0,1989,1,423,245,0,156,0,0,75,5310,160000
769,9100,7,2004,2005,0,24,1836,1860,1836,0,1836,0,2,0,3,1,8,1,2004,2,484,120,33,0,0,0,70,6171,216837
770,53504,8,2003,2003,603,1416,234,1650,1690,1589,3279,1,3,1,4,1,12,1,2003,3,841,503,36,0,210,0,47,10406,538000
771,7252,5,1982,1982,0,685,173,858,858,0,858,1,1,0,2,1,5,0,1983,2,576,120,0,0,0,0,0,3272,134900
772,8877,4,1951,1951,0,836,0,836,1220,0,1220,0,1,0,2,1,6,0,1951,2,396,0,0,0,0,0,67,3673,102000
773,7819,6,1976,1976,0,422,480,1029,1117,0,1117,1,1,0,3,1,6,1,1976,2,672,144,0,0,0,0,94,3954,107000
774,10150,5,1958,1958,1,456,456,912,912,0,912,0,1,0,2,1,5,0,1958,1,275,0,0,0,0,0,70,3013,114500
775,14226,8,2006,2006,375,0,1935,1935,1973,0,1973,0,2,0,3,1,9,1,2006,3,895,315,45,0,0,0,110,7513,395000
776,4500,6,1998,1998,320,866,338,1204,1204,0,1204,1,2,0,2,1,5,0,1998,2,412,0,247,0,0,0,32,4594,162000
777,11210,7,2005,2006,240,20,1594,1614,1614,0,1614,0,2,0,3,1,7,0,2005,3,865,144,59,0,0,0,86,6152,221500
778,13350,5,1974,1974,0,762,102,864,894,0,894,1,1,0,3,1,5,1,1974,2,440,241,0,0,0,0,100,3335,142500
779,8400,5,1977,1977,320,0,0,0,2020,0,2020,0,2,0,4,2,10,2,1977,2,630,0,0,0,0,0,60,4992,144000
780,10530,6,1977,1977,90,975,0,975,1004,0,1004,1,1,0,2,1,4,0,1977,2,504,0,0,0,0,0,78,3579,135000
781,7875,7,1995,1996,38,0,1237,1237,1253,0,1253,0,2,0,3,1,6,1,1995,2,402,220,21,0,0,0,63,4426,176000
782,7153,6,1992,1992,0,387,374,761,810,793,1603,0,2,1,3,1,7,0,1992,2,484,0,124,0,0,0,65,4578,175900
783,16285,7,2001,2002,0,0,1413,1413,1430,0,1430,0,2,0,3,1,6,0,2001,2,605,0,33,0,0,0,67,4913,187100
784,9101,5,1978,1978,104,1097,0,1097,1110,0,1110,1,1,0,1,1,4,1,1978,2,602,303,30,0,0,0,0,4358,165500
785,6300,6,1914,2001,0,0,742,742,742,742,1484,0,2,0,3,1,9,1,0,0,0,0,291,134,0,0,35,4137,128000
786,9790,6,1967,1967,0,251,491,1372,1342,0,1342,0,2,0,3,1,7,1,1967,2,457,0,0,0,197,0,0,4082,161500
787,10800,5,1915,1950,0,686,0,686,966,686,1652,1,2,0,4,1,7,0,1961,1,416,0,0,196,0,0,60,4605,139000
788,10142,7,2004,2004,0,656,300,956,956,1128,2084,1,2,1,4,1,8,0,2004,2,618,0,45,0,0,0,76,5791,233000
789,6000,4,1954,2000,0,0,901,901,901,0,901,0,1,0,2,1,4,0,1954,1,281,0,0,0,0,0,50,2985,107900
790,12205,6,1966,2007,157,568,264,832,976,1111,2087,0,2,1,5,1,9,0,1966,2,444,133,168,0,0,0,0,5911,187500
791,3182,7,2005,2006,11,16,1129,1145,1145,0,1145,0,2,0,2,1,5,1,2005,2,397,100,16,0,0,0,43,3961,160200
792,11333,6,1976,1976,0,539,490,1029,1062,0,1062,1,1,0,3,1,5,2,1976,2,539,120,0,0,0,0,0,3814,146800
793,9920,7,1996,1997,0,862,255,1117,1127,886,2013,1,2,1,3,1,8,1,1997,2,455,180,130,0,0,0,92,5912,269790
794,9158,8,2007,2007,140,0,1496,1496,1496,0,1496,0,2,0,3,1,7,0,2007,2,474,168,130,0,0,0,76,5402,225000
795,10832,7,1994,1996,0,0,712,712,1086,809,1895,0,2,1,3,1,7,1,1994,2,409,143,46,0,0,0,0,5103,194500
796,8400,6,1980,1981,130,0,650,650,888,676,1564,0,2,1,3,1,7,1,1980,2,476,0,50,0,204,0,70,4641,171000
797,8197,6,1977,1977,148,0,660,660,1285,0,1285,0,1,1,3,1,7,1,1977,2,528,138,0,0,0,0,71,4046,143500
798,7677,5,1953,1953,0,570,203,773,773,0,773,0,1,0,2,1,4,0,1953,1,240,0,0,0,0,0,57,2560,110000
799,13518,9,2008,2009,860,0,1926,1926,1966,1174,3140,0,3,1,4,1,11,2,2009,3,820,144,78,0,0,0,104,10112,485000
800,7200,5,1937,1950,252,569,162,731,981,787,1768,1,1,1,3,1,7,2,1939,1,240,0,0,264,0,0,60,5026,175000
801,12798,6,1997,1997,0,462,154,616,616,1072,1688,1,2,1,4,1,8,0,1997,2,603,403,114,185,0,0,79,5301,200000
